,iter2_loss,iter2_error
1,0.15312767977706598,0.038452167027076434
2,0.1302474452725554,0.03423385008984858
3,0.12208634761608818,0.0330764779337861
4,0.12061890001704652,0.03284804921877382
5,0.11803998120226473,0.03228459172174336
6,0.12069840916087032,0.03254347759875731
7,0.11868264334215174,0.03248256327475407
8,0.12418974915962877,0.03275667773276891
9,0.11954455827399522,0.0325587061797582
10,0.11801394689405412,0.03239119178874916
11,0.11904890563707568,0.032132305911735104
12,0.11860669126886099,0.0324521061127524
13,0.11906618323628763,0.03248256327475407
14,0.11961580405200277,0.03254347759875731
15,0.11683711800694638,0.03261962050376144
16,0.1258203773595088,0.03374653549782236
17,0.13047353795940334,0.032695763408765566
18,0.12330660505713924,0.032513020436755746
19,0.12352127657813558,0.03300033502878197
20,0.12083703393828224,0.032771906313769694
21,0.11823238714066722,0.03239119178874916
22,0.11964452726265905,0.03252824901775653
23,0.11769429720280433,0.03226936314074258
24,0.11967402998102646,0.032771906313769694
25,0.11888080026410676,0.03226936314074258
26,0.11892624351600908,0.03257393476075898
27,0.11945131085363138,0.03248256327475407
28,0.11899134806048024,0.032421648950750726
29,0.12243569117039553,0.033518106782809975
30,0.12057104542391212,0.03272622057076724
31,0.11754921299322721,0.03211707733073432
32,0.11861742820617982,0.03248256327475407
33,0.12134424707416663,0.03246733469375329
34,0.11850409319503451,0.03225413455974169
35,0.11907033905470836,0.032513020436755746
36,0.1177789128708387,0.0324521061127524
37,0.11978585707796091,0.03275667773276891
38,0.12522161456546269,0.03473639326287581
39,0.11808900478635041,0.03207139158773187
40,0.12484190791616942,0.035802393932933274
41,0.12813258210615827,0.035619650960923455
42,0.12068025579378798,0.032695763408765566
43,0.11826556297847939,0.032604391922760656
44,0.12441995114159682,0.03327444948679681
45,0.11932174655102466,0.032497791855754854
46,0.12215173567531211,0.03292419212377795
47,0.11760588775467574,0.03225413455974169
48,0.12908145195081064,0.03685316602199007
49,0.12288985684006538,0.03257393476075898
50,0.12980628365469438,0.03328967806779759
